# NR     X       Y     V    eV    I    eI    Ha   eHa   LgT eLgT   LgL eLgL  LgHa   EW   Mass Age LgMdot
1099 3788.84 3288.40 20.17 0.04 20.09 0.02 18.56 0.20  3.95 0.04  1.28 0.07 -1.24  -49.4 1.9 17.2 -6.91
1100 3792.02 3104.67 18.14 0.03 18.10 0.02 16.30 0.16  3.96 0.05  2.11 0.08 -0.30  -70.5 3.2  1.4 -5.82
1101 3793.55 2975.28 18.27 0.02 18.50 0.02 16.84 0.18  4.27 0.17  2.72 0.18 -0.55  -47.8 4.5  5.9 -6.55
1102 3795.48 2887.77 19.30 0.06 19.18 0.04 17.11 0.19  3.93 0.04  1.62 0.07 -0.61  -90.3 2.3  3.0 -6.17
1103 3795.59 3881.38 21.27 0.08 20.40 0.03 19.50 0.14  3.74 0.03  0.90 0.07 -1.70  -25.0 1.9  0.9 -7.16
1104 3797.21 2316.85 19.24 0.04 19.20 0.03 18.64 0.10  3.96 0.05  1.66 0.08 -1.52  -10.7 2.3  3.6 -7.12
1105 3797.76 2835.98 21.36 0.05 20.55 0.06 18.14 0.16  3.75 0.03  0.85 0.07 -0.99 -150.1 1.9  3.0 -6.50
1106 3798.15 1471.98 19.78 0.06 19.64 0.02 17.04 0.18  3.93 0.03  1.42 0.07 -0.55 -158.2 2.1  4.3 -6.16
1107 3798.92 1410.66 19.83 0.03 19.37 0.03 18.44 0.16  3.85 0.03  1.41 0.07 -1.30  -22.3 2.1  3.2 -6.77
1108 3798.97 2870.71 18.10 0.02 18.63 0.02 17.27 0.18  4.54 3.73  3.36 3.73 -0.81  -25.3 2.3  0.5 -6.72
1109 3805.90 2167.41 19.40 0.02 18.88 0.03 17.81 0.19  3.83 0.03  1.59 0.07 -1.01  -27.7 2.6  1.9 -6.44
1110 3806.47 2233.63 19.26 0.02 18.92 0.03 18.06 0.13  3.88 0.03  1.63 0.07 -1.16  -20.2 2.5  2.4 -6.64
1111 3807.36 3702.42 18.94 0.04 18.80 0.02 16.54 0.19  3.93 0.03  1.76 0.07 -0.37 -110.3 2.5  2.4 -5.90
1112 3809.08 2112.60 21.59 0.09 20.82 0.03 18.77 0.17  3.76 0.04  0.74 0.07 -1.26 -102.3 1.6  5.1 -6.78
1113 3809.64 2842.00 18.96 0.02 19.31 0.02 17.77 0.16  4.48 0.19  2.89 0.20 -0.95  -38.2 4.5  6.0 -7.26
1114 3809.89 2916.21 19.57 0.04 19.58 0.03 18.26 0.19  3.99 0.07  1.57 0.09 -1.15  -38.0 2.2 14.3 -6.83
1115 3810.72 2143.88 21.44 0.05 20.52 0.03 19.15 0.20  3.72 0.03  0.84 0.07 -1.47  -49.1 1.9  1.0 -6.93
1116 3811.15 1248.02 22.09 0.04 21.23 0.04 20.36 0.20  3.74 0.03  0.57 0.07 -2.05  -23.7 1.6  4.7 -7.59
1117 3811.80 3237.88 20.98 0.09 20.04 0.02 18.12 0.18  3.72 0.03  1.03 0.07 -1.01  -93.9 2.2  0.8 -6.42
1118 3812.03  723.80 20.72 0.01 20.24 0.02 19.61 0.16  3.84 0.03  1.06 0.07 -1.88  -12.5 1.7  5.9 -7.41
1119 3818.26  570.57 19.31 0.03 18.40 0.02 17.58 0.15  3.72 0.03  1.69 0.07 -0.95  -22.7 3.4  0.2 -6.24
1120 3818.37 2714.40 18.19 0.02 18.41 0.02 16.95 0.16  4.25 0.17  2.69 0.18 -0.62  -37.5 4.5  5.9 -6.58
1121 3819.63 2723.06 18.78 0.05 18.91 0.02 16.51 0.19  4.10 0.17  2.12 0.18 -0.35 -120.0 3.1  9.3 -6.15
1122 3820.34 1076.55 23.64 0.04 22.58 0.02 21.80 0.20  3.69 0.02  0.01 0.06 -2.64  -22.8 1.1  7.1 -8.22
1123 3821.42 1349.11 24.60 0.06 23.45 0.03 21.07 0.19  3.68 0.02 -0.33 0.06 -2.16 -162.5 0.9 16.1 -7.78
1124 3821.79  510.08 23.42 0.03 22.75 0.03 21.16 0.18  3.79 0.03 -0.00 0.07 -2.26  -58.3 1.0 36.6 -7.98
1125 3822.03  786.11 18.64 0.02 18.56 0.02 17.93 0.09  3.95 0.04  1.90 0.07 -1.21  -12.1 2.8  1.9 -6.76
1126 3824.15 1538.99 22.41 0.03 21.69 0.03 20.79 0.21  3.77 0.03  0.41 0.07 -2.23  -23.3 1.2 12.7 -7.80
1127 3824.36 2505.21 18.76 0.02 18.86 0.03 17.77 0.15  4.07 0.14  2.05 0.15 -1.02  -23.6 3.0  9.9 -6.76
1128 3824.95 2513.39 21.23 0.05 19.93 0.03 18.76 0.20  3.65 0.02  1.08 0.06 -1.33  -43.8 1.0  0.1 -6.25
1129 3826.06 2255.28 20.51 0.06 19.77 0.06 19.00 0.17  3.77 0.04  1.17 0.07 -1.55  -19.0 2.2  2.3 -7.00
1130 3828.47 3818.53 20.12 0.04 20.09 0.02 18.07 0.20  3.96 0.05  1.32 0.08 -0.99  -90.8 1.9 17.9 -6.69
1131 3831.14 2247.19 21.82 0.02 21.28 0.03 19.95 0.19  3.82 0.03  0.62 0.07 -1.82  -40.3 1.3 21.9 -7.43
1132 3831.17  986.50 22.52 0.02 21.74 0.02 20.82 0.20  3.76 0.03  0.37 0.07 -2.23  -24.7 1.2 10.9 -7.80
1133 3832.64 3546.16 19.19 0.02 19.14 0.02 17.37 0.19  3.96 0.04  1.68 0.07 -0.73  -68.1 2.4  2.8 -6.34
1134 3833.74 2831.80 19.14 0.06 18.86 0.03 16.23 0.20  3.89 0.03  1.68 0.07 -0.22 -177.3 2.4  2.5 -5.70
1135 3834.39 2465.73 20.03 0.08 19.19 0.02 17.46 0.16  3.74 0.03  1.38 0.07 -0.76  -72.5 2.8  0.4 -6.15
1136 3834.54 3845.89 21.19 0.03 20.38 0.01 19.25 0.12  3.75 0.03  0.91 0.07 -1.56  -34.0 2.0  2.5 -7.05
1137 3838.00  940.41 21.06 0.03 20.66 0.03 19.01 0.20  3.86 0.03  0.92 0.07 -1.40  -60.0 1.5  8.7 -7.00
1138 3838.19 3520.92 18.78 0.03 18.54 0.02 16.86 0.17  3.90 0.03  1.82 0.07 -0.53  -62.6 2.8  1.7 -6.02
1139 3840.60 2340.99 17.65 0.02 17.88 0.02 17.04 0.09  4.28 0.17  2.98 0.18 -0.84  -13.2 4.8  0.6 -6.74
1140 3841.07 3747.47 20.49 0.06 20.52 0.03 17.85 0.21  4.00 0.09  1.22 0.11 -0.87 -171.8 1.9 18.8 -6.68
1141 3844.51 1016.48 20.99 0.05 20.47 0.03 18.64 0.21  3.83 0.03  0.95 0.07 -1.23  -74.1 1.6  7.4 -6.76
1142 3844.68 2434.06 18.99 0.02 19.11 0.03 18.19 0.13  4.10 0.15  2.04 0.16 -1.23  -18.0 3.0 10.3 -7.05
1143 3845.23 1844.88 18.33 0.02 18.15 0.03 17.55 0.08  3.92 0.03  2.00 0.07 -1.09  -10.6 3.0  1.5 -6.56
1144 3845.71 2018.16 18.70 0.02 18.87 0.03 17.93 0.17  4.17 0.17  2.31 0.18 -1.14  -16.9 3.6  8.2 -7.04
1145 3849.48 2684.96 20.43 0.04 19.51 0.03 17.33 0.19  3.72 0.03  1.25 0.07 -0.68 -123.9 2.5  0.5 -6.06
1146 3849.55 2366.49 22.35 0.05 21.20 0.02 19.79 0.20  3.67 0.02  0.57 0.06 -1.71  -56.5 1.2  0.9 -7.01
1147 3849.86 3075.67 17.29 0.01 17.28 0.02 16.42 0.11  3.97 0.05  2.46 0.08 -0.52  -19.0 4.2  0.6 -6.01
1148 3851.20 2150.73 19.42 0.03 19.58 0.03 18.41 0.19  4.17 0.17  2.02 0.18 -1.26  -25.3 3.0 10.6 -7.22
1149 3853.01 2818.34 18.63 0.07 18.43 0.04 17.46 0.18  3.91 0.03  1.88 0.07 -0.90  -22.8 2.8  1.7 -6.39
1150 3854.28 3106.55 17.78 0.03 17.96 0.01 15.83 0.17  4.19 0.17  2.73 0.18 -0.10  -85.4 4.6  5.4 -5.93
1151 3854.91 4189.89 19.15 0.03 19.47 0.02 18.31 0.15  4.42 0.19  2.70 0.20 -1.25  -22.0 4.5  6.9 -7.54
1152 3866.63 1646.62 17.07 0.04 17.59 0.02 15.48 0.22  4.54 3.73  3.78 3.73  0.03  -69.3 2.4  0.4 -5.71
1153 3869.47 1913.76 18.10 0.02 18.24 0.02 17.54 0.10  4.13 0.16  2.44 0.17 -1.08  -11.0 3.9  7.1 -6.85
1154 3870.35   86.34 24.54 0.07 23.83 0.03 21.78 0.19  3.78 0.03 -0.45 0.07 -2.47  -99.5 0.8 46.2 -8.31
1155 3871.27 2670.59 18.93 0.02 18.96 0.02 16.98 0.19  4.00 0.07  1.84 0.09 -0.56  -82.5 2.6  2.6 -6.20
1156 3871.77 3256.75 18.75 0.02 19.03 0.03 18.12 0.15  4.36 0.18  2.73 0.19 -1.25  -14.4 4.5  6.4 -7.41
1157 3872.30 2340.99 17.46 0.02 17.65 0.03 16.87 0.05  4.21 0.17  2.89 0.18 -0.78  -12.3 4.8  5.2 -6.59
1158 3876.26 1676.74 17.92 0.03 18.44 0.03 16.54 0.21  4.54 3.73  3.44 3.73 -0.42  -53.7 2.3  0.5 -6.30
1159 3877.58 1305.52 24.17 0.06 23.22 0.03 21.51 0.20  3.72 0.03 -0.24 0.07 -2.38  -75.2 0.9 26.6 -8.02
1160 3878.04 2494.26 21.89 0.06 20.68 0.05 19.84 0.20  3.66 0.02  0.78 0.06 -1.83  -26.5 0.9  0.3 -6.89
1161 3882.14 2466.76 21.28 0.04 20.30 0.03 18.86 0.19  3.71 0.02  0.93 0.06 -1.35  -55.2 1.9  0.8 -6.73
1162 3882.71 2811.83 18.62 0.04 18.70 0.03 17.88 0.17  4.05 0.13  2.07 0.14 -1.14  -15.0 3.1  9.6 -6.84
1163 3884.71 2229.74 19.80 0.05 18.99 0.03 18.24 0.18  3.75 0.03  1.47 0.07 -1.25  -18.6 3.0  0.8 -6.66
1164 3884.90 3040.40 18.17 0.02 18.42 0.02 17.41 0.18  4.30 0.17  2.82 0.18 -0.92  -18.4 4.7  5.6 -6.92
1165 3886.99 2293.00 17.70 0.02 18.16 0.03 17.22 0.11  4.54 3.73  3.53 3.73 -0.91  -13.0 2.3  0.5 -6.76
1166 3887.14 3031.65 17.92 0.02 18.30 0.02 16.74 0.16  4.54 3.73  3.44 3.73 -0.54  -38.2 2.3  0.5 -6.42
1167 3888.57 2613.55 22.45 0.04 21.70 0.05 20.13 0.19  3.77 0.03  0.40 0.07 -1.85  -58.4 1.2 11.6 -7.42
1168 3888.76 2369.50 18.69 0.02 18.84 0.03 17.58 0.15  4.14 0.16  2.23 0.17 -0.91  -29.9 3.4  8.5 -6.75
1169 3890.24 2036.27 21.28 0.08 20.78 0.03 18.38 0.19  3.84 0.03  0.84 0.07 -1.09 -137.3 1.5  8.8 -6.66
1170 3891.37 2454.22 22.17 0.05 20.85 0.02 18.77 0.20  3.65 0.02  0.71 0.06 -1.25 -125.6 0.8  0.3 -6.22
1171 3891.50 2814.93 19.36 0.06 18.95 0.03 17.74 0.20  3.86 0.03  1.60 0.07 -0.95  -33.8 2.4  2.4 -6.41
1172 3895.19 1931.80 21.24 0.03 20.90 0.02 19.41 0.19  3.88 0.03  0.84 0.07 -1.58  -49.7 1.5 24.6 -7.24
1173 3895.21 2031.57 20.30 0.05 19.26 0.04 18.24 0.18  3.70 0.02  1.34 0.06 -1.16  -32.8 2.0  0.2 -6.33
1174 3896.77 3645.15 19.98 0.01 19.91 0.02 19.24 0.15  3.95 0.04  1.36 0.07 -1.72  -12.8 1.9  6.0 -7.37
1175 3901.23  439.02 22.13 0.05 21.16 0.02 19.79 0.18  3.71 0.03  0.58 0.07 -1.72  -50.7 1.6  1.7 -7.22
1176 3902.93 1946.04 18.89 0.03 19.16 0.03 17.74 0.16  4.34 0.18  2.62 0.19 -0.95  -34.2 4.4  6.7 -7.11
1177 3904.28 1983.31 17.33 0.02 17.68 0.02 16.86 0.11  4.47 0.18  3.53 0.19 -0.80  -11.0 4.8  4.8 -6.81
1178 3905.19 2461.09 19.91 0.06 19.35 0.02 16.92 0.20  3.82 0.03  1.39 0.07 -0.50 -144.3 2.3  2.4 -5.95
1179 3905.21 1956.99 18.71 0.04 19.00 0.02 17.36 0.17  4.36 0.19  2.75 0.20 -0.77  -45.1 4.6  6.3 -6.93
1180 3909.88 3075.87 17.91 0.02 18.24 0.03 17.27 0.14  4.44 0.18  3.23 0.19 -0.89  -15.6 4.9  0.5 -6.99
1181 3912.21 1535.66 18.23 0.03 18.80 0.02 16.96 0.20  4.54 3.73  3.31 3.73 -0.60  -46.6 2.2  0.5 -6.54
1182 3912.45 1982.51 18.42 0.04 18.69 0.03 17.16 0.14  4.35 0.19  2.83 0.20 -0.70  -39.8 4.7  5.8 -6.80
1183 3912.78 2054.69 23.25 0.07 22.68 0.04 19.75 0.20  3.82 0.04  0.06 0.07 -1.62 -237.2 1.0 39.9 -7.40
1184 3915.10 2224.21 21.16 0.04 20.01 0.03 19.49 0.17  3.67 0.02  1.04 0.06 -1.80  -14.7 1.2  0.2 -6.84
1185 3916.19 2825.24 18.38 0.03 18.28 0.03 16.45 0.17  3.94 0.03  1.99 0.07 -0.36  -69.7 2.9  1.7 -5.87
1186 3918.49 2058.36 19.19 0.02 19.46 0.02 18.05 0.17  4.32 0.18  2.46 0.19 -1.07  -34.0 4.0  7.8 -7.24
1187 3920.36 2182.13 19.57 0.04 19.13 0.03 18.26 0.20  3.85 0.03  1.52 0.07 -1.24  -19.9 2.3  2.5 -6.71
1188 3921.73 3948.89 18.78 0.02 18.83 0.01 18.00 0.13  4.01 0.09  1.93 0.11 -1.18  -16.2 2.7  2.5 -6.83
1189 3922.26 2825.49 17.54 0.01 17.72 0.01 16.18 0.16  4.18 0.16  2.80 0.17 -0.30  -42.4 4.7  5.2 -6.09
1190 3928.61 2527.35 19.05 0.02 18.57 0.02 17.03 0.19  3.84 0.03  1.73 0.07 -0.62  -52.6 2.8  1.5 -6.04
1191 3928.82 2719.78 20.15 0.03 19.59 0.03 18.42 0.16  3.82 0.03  1.29 0.07 -1.23  -32.9 2.1  3.4 -6.69
1192 3931.28 1524.53 17.87 0.02 18.21 0.01 17.06 0.19  4.47 0.18  3.31 0.19 -0.75  -21.6 4.8  4.8 -6.87
1193 3931.57 2464.74 19.72 0.03 18.67 0.02 17.43 0.14  3.69 0.02  1.58 0.06 -0.80  -44.2 2.2  0.1 -5.90
1194 3933.06 1033.39 23.40 0.04 22.77 0.04 21.23 0.20  3.80 0.03  0.00 0.07 -2.30  -54.6 1.0 39.2 -8.05
1195 3933.68 3987.92 21.01 0.04 20.31 0.02 18.75 0.20  3.78 0.03  0.96 0.07 -1.30  -57.4 1.8  4.5 -6.78
1196 3936.34 4169.21 20.75 0.04 20.08 0.03 18.48 0.17  3.79 0.03  1.07 0.07 -1.19  -59.2 1.9  4.1 -6.66
1197 3941.06 2182.60 21.88 0.07 21.00 0.03 19.65 0.19  3.73 0.03  0.65 0.07 -1.68  -47.4 1.7  2.3 -7.19
1198 3941.38 1760.25 17.51 0.03 17.89 0.02 15.31 0.19  4.54 3.73  3.60 3.73  0.13 -126.2 2.4  0.5 -5.68
1199 3941.65 1017.75 22.46 0.08 21.77 0.05 19.66 0.18  3.78 0.04  0.38 0.07 -1.62 -106.4 1.2 27.8 -7.22
1200 3943.98 2540.63 19.97 0.03 19.73 0.02 17.72 0.21  3.90 0.03  1.34 0.07 -0.85  -91.1 1.9  4.5 -6.42
1201 3945.93 3069.04 18.17 0.02 17.69 0.03 17.15 0.10  3.84 0.03  2.08 0.07 -0.94  -10.0 3.7  0.7 -6.30
1202 3947.62 2931.90 19.28 0.03 19.53 0.03 18.36 0.19  4.31 0.18  2.40 0.19 -1.25  -24.5 3.8  8.3 -7.40
1203 3949.87 2000.96 21.30 0.05 20.47 0.06 18.22 0.17  3.75 0.03  0.87 0.07 -1.03 -127.5 2.0  2.2 -6.53
1204 3952.93 2647.91 18.52 0.02 18.73 0.04 18.00 0.14  4.23 0.17  2.51 0.18 -1.26  -10.9 4.1  7.0 -7.23
1205 3954.34 2660.18 21.98 0.03 21.45 0.02 19.77 0.16  3.83 0.03  0.56 0.07 -1.70  -62.3 1.3 25.5 -7.34
1206 3954.94 2705.61 17.62 0.02 17.85 0.02 16.78 0.15  4.26 0.17  2.94 0.18 -0.65  -20.2 4.9  5.0 -6.54
1207 3955.64 2581.74 19.02 0.02 18.82 0.03 17.54 0.14  3.91 0.03  1.72 0.07 -0.86  -36.6 2.5  2.4 -6.38
1208 3959.15 3702.86 18.87 0.02 18.96 0.02 18.07 0.14  4.06 0.13  1.99 0.14 -1.20  -16.7 2.9 10.5 -6.94
1209 3962.22 2793.19 18.24 0.06 18.69 0.03 16.43 0.23  4.54 3.73  3.31 3.73 -0.34  -84.9 2.2  0.5 -6.27
1210 3962.47 3671.41 20.02 0.02 20.02 0.02 18.55 0.21  3.98 0.06  1.38 0.08 -1.24  -46.9 2.0 17.5 -6.96
1211 3965.01 2342.45 18.05 0.02 18.39 0.02 17.36 0.12  4.46 0.18  3.23 0.19 -0.91  -17.3 4.9  0.5 -7.06
1212 3965.96 1298.69 19.29 0.02 19.12 0.02 18.10 0.13  3.92 0.03  1.62 0.07 -1.15  -23.9 2.3  2.8 -6.70
1213 3966.43 2180.67 18.77 0.02 18.66 0.02 18.01 0.12  3.94 0.03  1.83 0.07 -1.24  -11.9 2.7  2.1 -6.78
1214 3968.44 2694.73 19.90 0.04 19.90 0.02 18.06 0.19  3.99 0.06  1.44 0.09 -1.00  -72.5 2.1 16.9 -6.72
1215 3969.45 1663.90 17.38 0.03 17.66 0.03 15.42 0.24  4.35 0.18  3.25 0.19  0.07  -92.3 4.9  0.5 -5.84
1216 3971.36 1889.53 18.03 0.02 18.17 0.02 16.60 0.15  4.13 0.16  2.47 0.17 -0.46  -46.0 4.0  6.7 -6.23
1217 3975.61 4185.81 18.92 0.03 19.17 0.01 18.17 0.14  4.31 0.17  2.54 0.18 -1.23  -18.2 4.2  7.2 -7.34
1218 3976.71 2566.07 20.28 0.03 19.84 0.02 18.71 0.19  3.85 0.03  1.23 0.07 -1.36  -30.3 1.9  4.9 -6.86
1219 3979.76 2143.24 21.84 0.03 21.50 0.03 20.11 0.21  3.88 0.03  0.60 0.07 -1.87  -44.0 1.3 31.2 -7.60
1220 3979.85 3459.46 18.44 0.02 18.54 0.02 17.71 0.14  4.08 0.14  2.20 0.15 -1.08  -14.7 3.4  8.6 -6.81
1221 3983.64 1931.80 17.50 0.01 17.62 0.03 16.72 0.03  4.10 0.15  2.63 0.16 -0.65  -17.3 4.2  6.0 -6.32
1222 3983.95 2467.60 21.23 0.02 21.01 0.03 20.20 0.18  3.91 0.03  0.84 0.07 -2.04  -17.9 1.5 24.8 -7.77
1223 3986.72 2819.98 19.27 0.02 19.52 0.03 17.91 0.17  4.31 0.18  2.40 0.19 -0.99  -45.1 3.8  8.3 -7.13
1224 3987.13 2989.73 19.72 0.05 19.43 0.02 17.04 0.19  3.89 0.03  1.45 0.07 -0.55 -138.5 2.1  3.8 -6.08
1225 3990.83 3277.82 19.73 0.04 18.86 0.02 18.13 0.15  3.74 0.03  1.51 0.07 -1.20  -19.0 3.0  0.3 -6.55
1226 3995.53 1433.56 18.90 0.02 18.99 0.02 18.14 0.15  4.06 0.13  1.98 0.14 -1.24  -15.6 2.9 10.7 -6.98
1227 4003.17 2712.03 17.74 0.02 17.70 0.03 16.64 0.17  3.96 0.05  2.27 0.08 -0.54  -27.3 3.6  1.0 -6.04
1228 4008.56 1539.37 17.11 0.03 17.48 0.02 16.08 0.17  4.51 0.32  3.70 0.33 -0.30  -30.8 4.8  5.0 -6.31
1229 4009.33 2690.02 19.15 0.04 19.37 0.03 17.70 0.20  4.24 0.18  2.29 0.19 -0.89  -49.9 3.6  8.6 -6.93
1230 4013.07 2696.18 17.19 0.01 17.58 0.03 16.66 0.13  4.54 3.73  3.73 3.73 -0.68  -13.2 2.4  0.5 -6.44
1231 4016.57 2706.06 17.18 0.02 17.63 0.03 16.65 0.15  4.54 3.73  3.73 3.73 -0.67  -13.9 2.4  0.5 -6.43
1232 4017.98 2311.58 19.42 0.04 18.90 0.04 17.91 0.13  3.83 0.03  1.58 0.07 -1.06  -24.8 2.5  2.0 -6.49
1233 4019.08 1998.96 18.10 0.03 18.29 0.04 17.39 0.12  4.21 0.18  2.63 0.19 -0.94  -15.6 4.4  6.0 -6.84
1234 4019.88 3788.58 19.43 0.07 19.44 0.03 18.03 0.19  3.99 0.08  1.63 0.10 -1.04  -42.5 2.3 13.4 -6.71
1235 4023.09 2820.26 19.02 0.03 19.26 0.03 17.12 0.17  4.28 0.18  2.44 0.19 -0.61  -85.1 3.9  7.7 -6.70
1236 4023.29  542.83 24.23 0.03 23.54 0.03 22.27 0.20  3.78 0.03 -0.33 0.07 -2.75  -39.6 0.8 44.4 -8.55
1237 4032.80 2150.65 18.47 0.03 18.83 0.03 17.96 0.15  4.49 0.21  3.11 0.22 -1.22  -12.2 4.7  5.2 -7.47
1238 4034.05 2551.58 19.42 0.02 19.59 0.03 18.22 0.19  4.18 0.17  2.05 0.18 -1.14  -33.9 3.0 10.5 -7.11
1239 4034.77 1351.02 18.46 0.02 18.71 0.03 17.65 0.15  4.30 0.18  2.70 0.19 -0.99  -20.4 4.5  6.0 -7.05
1240 4035.24 2455.04 19.01 0.02 19.22 0.03 18.09 0.14  4.23 0.17  2.33 0.18 -1.15  -23.7 3.6  8.5 -7.16
1241 4035.73 1906.84 18.97 0.03 19.12 0.03 16.68 0.20  4.13 0.16  2.11 0.18 -0.41 -124.2 3.1  9.5 -6.27
1242 4035.94 3418.31 19.41 0.03 19.51 0.02 17.64 0.19  4.07 0.14  1.81 0.15 -0.84  -66.4 2.6 12.3 -6.65
1243 4038.90  724.76 22.64 0.03 21.30 0.03 20.72 0.20  3.65 0.02  0.54 0.06 -2.24  -18.2 0.7  0.5 -7.28
1244 4041.40 4171.91 22.76 0.07 21.86 0.03 20.00 0.15  3.73 0.03  0.31 0.07 -1.76  -87.4 1.3  6.9 -7.33
1245 4043.88 2345.24 18.19 0.02 18.46 0.03 17.55 0.12  4.34 0.18  2.91 0.19 -1.01  -14.9 4.8  5.4 -7.08
1246 4046.16 1589.21 17.02 0.02 17.47 0.02 15.62 0.19  4.54 3.73  3.80 3.73 -0.05  -53.3 2.5  0.4 -5.78
1247 4050.59 1474.95 19.08 0.02 19.18 0.02 17.90 0.18  4.07 0.14  1.94 0.15 -1.03  -30.9 2.8 10.8 -6.81
1248 4051.52 3920.24 21.82 0.02 21.22 0.02 20.15 0.18  3.81 0.03  0.63 0.07 -1.94  -29.2 1.3 12.7 -7.51
1249 4052.06 2817.17 18.04 0.03 17.94 0.02 16.56 0.17  3.94 0.03  2.12 0.07 -0.46  -40.1 3.3  1.1 -5.95
1250 4054.43 2801.22 17.36 0.02 17.76 0.02 16.25 0.22  4.54 3.73  3.66 3.73 -0.35  -35.1 2.4  0.5 -6.14
1251 4060.03 1754.89 16.79 0.05 17.01 0.06 14.75 0.09  4.25 0.21  3.25 0.22  0.34  -98.0 4.9  0.5 -5.36
1252 4061.26 2115.59 19.43 0.02 19.39 0.02 18.63 0.17  3.96 0.05  1.60 0.08 -1.43  -16.4 2.2  3.9 -7.06
1253 4062.33 3660.00 20.15 0.02 19.74 0.02 18.91 0.18  3.86 0.03  1.28 0.07 -1.52  -18.4 2.0  4.0 -7.04
1254 4063.28 3766.88 18.98 0.02 19.03 0.01 18.32 0.14  4.02 0.09  1.86 0.11 -1.35  -12.7 2.6 11.7 -7.03
1255 4063.40 2273.81 19.33 0.02 18.99 0.02 18.01 0.15  3.88 0.03  1.61 0.07 -1.11  -24.3 2.4  2.5 -6.59
1256 4064.16 2348.12 19.01 0.02 18.81 0.03 18.04 0.15  3.91 0.03  1.73 0.07 -1.19  -16.2 2.5  2.5 -6.71
1257 4066.24 2208.19 18.41 0.02 18.92 0.02 17.43 0.16  4.54 3.73  3.24 3.73 -0.84  -31.5 2.2  0.5 -6.80
1258 4066.65 1944.87 18.50 0.02 18.74 0.03 17.65 0.16  4.29 0.17  2.67 0.18 -0.98  -21.5 4.5  6.2 -7.03
1259 4070.18 2456.99 20.92 0.04 20.43 0.02 19.41 0.21  3.84 0.03  0.98 0.07 -1.66  -25.3 1.6  6.9 -7.20
1260 4072.06 3453.01 22.52 0.05 21.81 0.04 19.23 0.20  3.78 0.03  0.36 0.07 -1.42 -173.8 1.2 15.1 -7.01
1261 4084.55 2407.84 20.79 0.04 19.47 0.03 18.49 0.20  3.65 0.02  1.27 0.06 -1.25  -34.2 1.3  0.0 -6.18
1262 4087.01 3123.25 20.36 0.06 19.92 0.02 17.22 0.20  3.85 0.03  1.20 0.07 -0.62 -184.9 1.8  5.0 -6.14
1263 4089.64 2411.01 18.72 0.02 18.46 0.03 17.49 0.08  3.90 0.03  1.84 0.07 -0.90  -24.6 2.8  1.7 -6.37
1264 4089.80 2049.58 19.09 0.03 19.29 0.03 18.15 0.15  4.23 0.18  2.30 0.19 -1.17  -24.3 3.6  8.6 -7.19
1265 4093.67 1201.25 20.28 0.03 19.47 0.03 18.97 0.10  3.75 0.03  1.28 0.07 -1.64  -11.3 2.6  1.2 -7.07
1266 4098.67 1443.81 19.45 0.03 19.31 0.03 17.75 0.20  3.93 0.03  1.55 0.07 -0.91  -50.2 2.2  3.7 -6.48
1267 4100.19 3341.99 20.76 0.03 20.27 0.03 19.29 0.20  3.84 0.03  1.04 0.07 -1.63  -24.0 1.7  6.4 -7.15
1268 4100.94 2905.25 21.85 0.04 21.42 0.02 19.12 0.20  3.85 0.03  0.60 0.07 -1.39 -122.8 1.3 27.1 -7.07
1269 4110.23 1668.12 20.26 0.05 19.50 0.02 17.71 0.16  3.76 0.03  1.28 0.07 -0.86  -75.8 2.5  1.5 -6.30
1270 4114.11 2841.37 19.28 0.02 19.24 0.02 18.28 0.18  3.96 0.04  1.65 0.07 -1.23  -23.0 2.3  3.7 -6.84
1271 4119.93 1660.62 16.60 0.02 17.00 0.03 15.98 0.18  4.54 3.73  3.97 3.73 -0.37  -16.0 2.5  0.4 -6.04
1272 4123.65 2852.77 19.67 0.04 19.34 0.03 17.54 0.19  3.88 0.03  1.47 0.07 -0.79  -72.7 2.1  3.4 -6.31
1273 4123.66 2901.67 19.03 0.03 19.18 0.05 17.86 0.20  4.14 0.18  2.12 0.19 -1.01  -32.4 3.2  9.4 -6.89
1274 4126.15  902.57 21.57 0.04 20.70 0.02 19.47 0.17  3.73 0.03  0.78 0.07 -1.62  -40.2 1.9  2.0 -7.12
1275 4126.39 2942.64 23.27 0.07 22.72 0.03 20.44 0.18  3.82 0.03  0.04 0.07 -1.92 -122.0 1.0 26.8 -7.71
1276 4130.92 2439.18 17.89 0.02 18.03 0.02 16.37 0.16  4.14 0.16  2.56 0.17 -0.36  -51.4 4.2  6.5 -6.13
1277 4133.08 3737.64 22.97 0.05 21.71 0.03 19.55 0.19  3.66 0.02  0.37 0.06 -1.56 -133.7 1.0  1.0 -6.83
1278 4134.45 3985.44 19.62 0.03 19.37 0.02 18.07 0.16  3.90 0.03  1.48 0.07 -1.07  -39.0 2.1  3.7 -6.61
1279 4135.10 2593.92 24.11 0.09 23.10 0.04 21.14 0.19  3.70 0.03 -0.20 0.07 -2.21 -101.2 0.9 19.7 -7.83
1280 4139.27 1823.87 18.12 0.02 18.35 0.03 17.40 0.15  4.26 0.17  2.76 0.18 -0.94  -16.3 4.6  5.7 -6.90
1281 4139.41 3350.16 18.85 0.02 19.04 0.02 17.50 0.22  4.21 0.16  2.33 0.18 -0.83  -42.1 3.6  8.5 -6.79
